"state","male","female","under_5_years","x5_to_9_years","x10_to_14_years","x15_to_19_years","x20_to_24_years","x25_to_34_years","x35_to_44_years","x45_to_54_years","x55_to_59_years","x60_to_64_years","x65_to_74_years","x75_to_84_years","x85_years_and_over","hispanic_or_latino_of_any_race","white_alone","black_or_african_american_alone","american_indian_and_alaska_native_alone","asian_alone","native_hawaiian_and_other_pacific_islander_alone","high_school_graduate_or_higher","civilian_labor_force","unemployed","unemployment_rate","agriculture_forestry_fishing_and_hunting_and_mining","construction","manufacturing","wholesale_trade","retail_trade","transportation_and_warehousing_and_utilities","information","finance_and_insurance_and_real_estate_and_rental_and_leasing","professional_scientific_and_management_and_administrative_and_waste_management_services","educational_services_and_health_care_and_social_assistance","arts_entertainment_and_recreation_and_accommodation_and_food_services","other_services_except_public_administration","public_administration","per_capita_income_dollars","with_health_insurance_coverage","no_health_insurance_coverage"
"Missouri",0.490135118489374,0.509864881510626,0.0595446496480285,0.0620484672080878,0.0638329280604188,0.0648863009065035,0.064357903669094,0.134212898302025,0.123294155141209,0.119047425077736,0.0684804774899192,0.067919167442779,0.0992679669724842,0.0532848613458276,0.0198227987358874,0.0430691814225764,0.790950215627784,0.113616974406869,6.26227999047543e-10,0.0205750682533465,0.00137989398816573,0.621489490385875,3058521,116062,0.0379470992679141,0.00766227650932247,0.0323034083444271,0.0540858858614455,0.0132109991172072,0.0551297904799553,0.0285538225428586,0.00852297877393942,0.0347398501660531,0.0482234105368759,0.118097751660323,0.0447239632166879,0.0223146446447361,0.0211577956920041,31756,0.899728352266735,0.100271647733265
"Montana",0.502602037092829,0.497397962907171,0.0550628849021967,0.0578445664113595,0.0634210285017094,0.065507523545582,0.0639599617507097,0.124552526343169,0.123947162086046,0.109637361547487,0.0679411439980988,0.0735962005205946,0.118348244443654,0.0565702138329943,0.0196111821163984,0.0377328126140321,0.857569111639648,0.00577014122670938,5.73902990722032e-08,0.00811674641506468,0.00020958515238899,0.654268706878323,542265,22004,0.0405779462071128,0.0298307021523358,0.0393462320361867,0.0241618152586353,0.0114554603728387,0.0655001774789635,0.0240507722707627,0.00741140762647037,0.0259166741011687,0.0443336756367888,0.116354069583143,0.0541244402769051,0.0230589780628408,0.0282276969684315,32625,0.917295752083717,0.0827042479162831
"Nebraska",0.499713607470606,0.500286392529394,0.0669719107861423,0.0681671084900393,0.0707358530361744,0.0680694041794699,0.0686091041807106,0.133338468409973,0.125646709484245,0.111713247670605,0.0620246607747693,0.0632813760075434,0.0925683723392376,0.0474780914884554,0.0213956931526338,0.113456933594154,0.78357616387029,0.0475892366036534,3.92667777136818e-09,0.0244979342517194,0.000895881323898578,0.60509365139102,1043090,34133,0.0327229673374301,0.0245645046688629,0.0403075079389837,0.0534924963672618,0.012519095835493,0.0553798922493358,0.0293454874486073,0.00916337527721455,0.0421618192521732,0.0463120946155652,0.132337225233968,0.0384899572578879,0.0242625423338065,0.0215196740277207,33272,0.917066438540687,0.0829335614593131
"Nevada",0.501526221399176,0.498473778600824,0.0597917767801371,0.0601670824464735,0.06710082216615,0.0599534569028322,0.0593642010339736,0.145789693768757,0.133214356675441,0.128598681365489,0.0642545377571785,0.0600141681135631,0.0992946461153266,0.0485637740426134,0.0138928028320644,0.292387463492109,0.478413106349159,0.092647580187497,2.96249112654478e-09,0.0833425320016259,0.00654285042705629,0.602421111138527,1558868,79000,0.0506777995314549,0.00710779554179033,0.0370570072671558,0.0242562723042736,0.00940324023737777,0.0545228902099908,0.0322788285149038,0.00763417721976501,0.0253987374068441,0.0545481907026275,0.0788563783034804,0.112740966656251,0.0230553203485948,0.0193920061614914,33575,0.885776161612975,0.114223838387025
"New Hampshire",0.494928701760889,0.505071298239111,0.0472159157350349,0.049275912307836,0.056416400249759,0.0642680687293109,0.0622661727381775,0.125563446938357,0.116925581980288,0.133946846057728,0.0814901107661849,0.0764544818715154,0.111825233450343,0.0531215824539185,0.021230246721546,0.039848173619247,0.896563313821834,0.0143184838542896,8.34359815077256e-10,0.0263004417850558,0.00049054541737178,0.672259031514785,758102,22609,0.0298231636376108,0.0040726935981068,0.0400003870957176,0.0731573685530883,0.0134895413436837,0.0665797190131739,0.0229852970624646,0.0115808616899557,0.0320061161123382,0.0614462342658618,0.132963656923021,0.0480058243017203,0.0216393950289466,0.0195848100662753,41241,0.937451287353806,0.0625487126461938
"New Jersey",0.488909942255232,0.511090057744768,0.0576349976751229,0.0590611099289702,0.0634082360318795,0.062507782427532,0.0603493057455425,0.12929896793471,0.128808773511938,0.135099114069841,0.0698309763695665,0.0679296434775658,0.0942337419037422,0.0499947648046259,0.0218425861189639,0.20905260977304,0.543206799224065,0.126617759809236,1.18807100862549e-10,0.0955867865920454,0.000305555274093439,0.629530554964485,4717175,220476,0.0467389910274688,0.00180868771746869,0.0323241540314149,0.0409811968492165,0.0164050129581029,0.0527332800363173,0.0339894958691774,0.0120785426031247,0.0440621077359373,0.0700015588009812,0.124452824392409,0.0408322675449432,0.0212459560053491,0.021472255621483,44888,0.921109515340516,0.078890484659484
"New Mexico",0.49441704592983,0.50558295407017,0.0557880494785221,0.0623565393267644,0.0697276697336788,0.0663792803323495,0.0656796524656994,0.132880172870558,0.124877612814397,0.112109761930992,0.063126749963874,0.0669310659095234,0.106833222928527,0.0539962963121933,0.0193139259329206,0.49262481585289,0.367544516028727,0.0189533815108433,4.21041516085068e-08,0.0160690261342246,0.000299976774453234,0.584053349128613,960264,52489,0.0546610098889472,0.0192941146757666,0.0317331724721431,0.0181080548132563,0.00766907667036764,0.0483190685593112,0.0196005863273817,0.00642279099993297,0.0209833514496449,0.0495998383617026,0.113481449965467,0.048187931719476,0.0256649366317648,0.0318346821000156,28423,0.900357372173151,0.0996426278268489
"New York",0.485813882609976,0.514186117390024,0.0575640110311937,0.0540858817570726,0.0598462667066456,0.0610308827263039,0.0650445437727314,0.147294420800387,0.124918311871025,0.127054733064039,0.0678369888165976,0.0658964700601602,0.0958123810853961,0.0510160581910942,0.0225990501173538,0.19272857036303,0.550568813596647,0.142066997399602,1.13089389068607e-10,0.0858126694644749,0.000191481652125284,0.615337418172436,10056194,445165,0.04426774185144,0.0029036887537961,0.0299638215204726,0.0287144983477944,0.0113909459228828,0.0482234684860923,0.0286404852014565,0.014333931389397,0.039066241401632,0.0608137188519551,0.143671696420351,0.047189106139276,0.0222960179209666,0.0230332346612829,41857,0.947611600452053,0.0523883995479473
"North Carolina",0.485725228745308,0.514274771254692,0.0568819814944274,0.0586897473361197,0.0654730644796514,0.0679882045185756,0.0657058047971393,0.133643380430592,0.125157369067601,0.129976075706487,0.0667882713372624,0.0627509276241495,0.0998742954385186,0.0494991268185876,0.0175717509508886,0.0975387878281677,0.624721159746623,0.211122450964352,1.05510927367721e-09,0.0293062107435448,0.00047701753723559,0.607179824265328,5174709,236872,0.0457749411609426,0.00548348020856211,0.0368416220036413,0.0567290616475224,0.0119784318001389,0.0534683090132128,0.0244193644586522,0.00746508483267585,0.0309130515894175,0.0538151603404395,0.109419532729206,0.0479662509573427,0.0230129922375723,0.0187723797405365,32021,0.887435753232497,0.112564246767503
"North Dakota",0.509589770911028,0.490410229088972,0.0663554933850527,0.0642375554744889,0.0661560345483701,0.0615868525133126,0.0798084670276172,0.154284034632353,0.126022554595295,0.100422275352924,0.061931968789941,0.0614949964701035,0.0882880920450042,0.0456931325797639,0.0237185425857739,0.0400046190467442,0.836383391377604,0.0285514826877603,6.72961556704524e-08,0.0139489962758936,0.0036637438948537,0.618527101469434,416619,10920,0.0262109985382328,0.0514800341856453,0.0400592873690491,0.0360494616835893,0.0208997382325591,0.0619077310084228,0.0267814429997366,0.0054611030783206,0.0287460425815537,0.0363571862418903,0.143374112436372,0.0433246615029859,0.0245655574248964,0.0261619625570433,36611,0.931032073230382,0.0689679267696178
"Ohio",0.490389080425354,0.509610919574646,0.0587446424446707,0.0590454354911841,0.0643667177113721,0.0655542342866431,0.0636298774071571,0.132150208313728,0.120124560487976,0.12416174042484,0.0678731467777673,0.0695243431915203,0.101602433035905,0.052436457896673,0.0207862025305627,0.0400021387446424,0.783436962640409,0.123634069346656,1.19695915108718e-10,0.0233738268985636,0.000367521879357692,0.625279790574125,5965597,272654,0.0457043947152313,0.00452507353266201,0.0288912215084545,0.0755228571967002,0.0125039177326938,0.0559657613827449,0.0260312006538282,0.00702208806620193,0.0308892326159269,0.048216010645638,0.118998248451079,0.0448648022905178,0.0219100367860879,0.0190553133921282,32780,0.934193206727497,0.0658067932725029
"Oklahoma",0.495954354985164,0.504045645014836,0.0634533333703987,0.0664025589270177,0.0708094651186476,0.0691506205125082,0.0682524587620177,0.135709612226119,0.126742399678946,0.114410744986506,0.0631791337363857,0.0613572856611787,0.09311743755514,0.0486447841038006,0.0187701653613332,0.11071751599898,0.648979989997399,0.0710856865011141,1.97812819743158e-08,0.0224027418952527,0.00089538184636683,0.585290617495049,1872933,81705,0.0436240911981368,0.021254201688269,0.0319519441025008,0.0438793922397071,0.0112220655853384,0.0524400657289461,0.0261939458495559,0.00641043191314935,0.0237125799851123,0.0414682805144463,0.106587152067667,0.0458431504022308,0.0236276034711744,0.0280605879961505,29666,0.857209753547447,0.142790246452553
"Oregon",0.495449574025123,0.504550425974877,0.0529582569989547,0.0558095490543863,0.0604326443303601,0.0592331859478199,0.0631016111246386,0.140972516778547,0.137240894821085,0.121159996462558,0.0616100529739052,0.0655126196820712,0.110784290248538,0.0508685107677411,0.0203158708093938,0.13439410755104,0.748969885983882,0.0178681126869693,2.31818160926516e-09,0.0454864777011938,0.00312110499066205,0.647199908386891,2153329,107991,0.0501507201175482,0.0143173584108463,0.0310174701712718,0.054241411141839,0.0127628681375482,0.0571662001599041,0.0225619053595663,0.0079358045816505,0.0270953163615251,0.0536715910555252,0.115474914742556,0.0496143474901329,0.0213662173095965,0.0226756777601544,35531,0.928282669086147,0.0717173309138535
"Pennsylvania",0.489965035901843,0.510034964098157,0.054340071687298,0.0557293089378533,0.0597411855298423,0.062762591031753,0.0622211126724136,0.133170556543987,0.118745532432499,0.125421057618469,0.0699428034190625,0.0713752370823003,0.105701934285368,0.0554752859106503,0.0253733228485042,0.0779433570830283,0.756176091074598,0.107365191455796,1.06378235190143e-10,0.0352223392786855,0.000202702876873273,0.641791209162889,6580742,295633,0.0449239614620965,0.00633630892257496,0.0305736394810633,0.0575588161677917,0.0128180145120326,0.0538399648824566,0.0296048577574323,0.00788770962213066,0.0320833508031677,0.053071450987268,0.131666409383652,0.0410188534452419,0.0235804647865313,0.0190502191034862,35804,0.942313971674728,0.0576860283252718
"Rhode Island",0.48823866462896,0.51176133537104,0.0517311851200865,0.0463996692345669,0.059066739289062,0.0676945819224986,0.0700110727127013,0.139876774772717,0.117460431335494,0.128216915668974,0.0693370815047939,0.0735377269882505,0.101363935428999,0.0500480950308724,0.0252557909909842,0.162968997348402,0.708046643212276,0.0577716189287693,2.07196956561776e-09,0.0341857025131188,0.000235991319295311,0.629384128734209,572113,24199,0.0422975880638965,0.00183855758977459,0.029155365301944,0.0570067822559552,0.0132694229381856,0.0607126398678615,0.0227122700485651,0.00773746279052611,0.0335309215877703,0.0569473812290839,0.144157669486938,0.0545406815597177,0.0219534698343382,0.0213834115925894,37525,0.959070776323517,0.0409292236764828
"South Carolina",0.48264498668988,0.51735501331012,0.0562348190247118,0.0584052639163877,0.0649259213077285,0.0659500605393891,0.062426850666011,0.130276608877479,0.122089515945147,0.12333992527066,0.068539056548878,0.0661087409399706,0.110963436695066,0.0538672375276622,0.0168725627409097,0.057971369161309,0.635459068031357,0.263084529457259,6.0823250047548e-10,0.0167226223868717,0.00143259074013433,0.611322749719639,2475751,116037,0.0468694145735981,0.00429195685937622,0.033787968853403,0.0638027474624706,0.0106249107410439,0.0535549774755458,0.024963390210147,0.00604712714417097,0.0263584544597587,0.0477873385688023,0.102413720634175,0.0504911050045825,0.023175140878116,0.0201088914696268,31295,0.891519344408938,0.108480655591062
"South Dakota",0.508057907057974,0.491942092942026,0.0665329805043525,0.067431631849108,0.0705955628100771,0.0655348558031965,0.0652093066367945,0.129337970901783,0.119900436213275,0.109295219966111,0.0663272515172513,0.0659836162860492,0.102234872419769,0.0498011098061513,0.021815185286082,0.0373228554731258,0.815025902635931,0.0229613896427889,9.62869388005433e-08,0.0130332704465789,0.00234327577066418,0.612365894655455,467008,14033,0.0300487357818281,0.0338439188059564,0.0325145133488219,0.0559330339384646,0.0151815105412744,0.0542681063754965,0.0251699229221554,0.00916632557174235,0.0394417188878192,0.0332455134007068,0.127526072143018,0.0498475161563694,0.0230069006866097,0.0231337303486086,31550,0.898147710436352,0.101852289563648
"Tennessee",0.487484284336583,0.512515715663417,0.0596010586346167,0.0593590088640295,0.0650021510654143,0.0637317192386663,0.0649664220006695,0.136894740125233,0.124342856105292,0.127716031250631,0.0673791588851009,0.0642275332272981,0.0996006252000608,0.0499928688301103,0.0171858265728769,0.0569800974466312,0.733135808225124,0.165828107469512,3.90063747269706e-10,0.018173208062937,0.000494056821513114,0.604926013014165,3367774,152373,0.0452444255463698,0.00421798948255886,0.0330868548356492,0.0629168300637788,0.0122546717931813,0.053370172405967,0.0328049808648649,0.0069934212043936,0.0278577503808052,0.0494638218330291,0.105418930352275,0.0471933522985602,0.023358631050933,0.0195936639374698,31224,0.898554093683657,0.101445906316343
"Texas",0.496131226362806,0.503868773637194,0.0683460868114337,0.068816394990723,0.075347943385476,0.0716431413137611,0.0684251670090659,0.146319437578048,0.136551084617846,0.122667250565692,0.0582530670476955,0.0546904920736845,0.0779193775833195,0.0372854682359884,0.013735088787266,0.397464798534661,0.411422850024802,0.118736899216823,9.40347237856163e-11,0.049325488678892,0.000740932824217343,0.54801445763969,14465653,635077,0.0439024080005237,0.0142149791677392,0.043948277692963,0.0411388578441763,0.0133724933917664,0.054137365126174,0.0295285600679067,0.00726372627920153,0.0324769621891065,0.0567940903461223,0.103839957792595,0.0444566869796582,0.0252977194562696,0.0185681438182803,32267,0.816445204511905,0.183554795488095
"Utah",0.502399282835271,0.497600717164729,0.0766956398056369,0.0804960638910429,0.0834645993490869,0.0796807069836847,0.0834006559037891,0.147273607452125,0.138396073810075,0.102736529923349,0.0461191319412169,0.0478247063748184,0.0683767535320176,0.0341277084727872,0.0114078225603704,0.144123534993284,0.776879796928095,0.0107200406243625,2.96473011281049e-09,0.0235686181790279,0.00907934539379493,0.554758359279816,1650952,52422,0.0317525888093657,0.00844608944013864,0.0398934178707863,0.0489253377649215,0.0115715672758003,0.0571952375948356,0.0261547183892242,0.00925530314995561,0.0373320614121471,0.0629037809661106,0.111735989937056,0.0443790165725206,0.0220853676416454,0.023058500613832,31771,0.90345564458025,0.0965443554197497
"Vermont",0.495463862343727,0.504536137656273,0.0465088326877557,0.0500072917952079,0.0511579531049426,0.0691694885647023,0.0691085900552734,0.122837101295055,0.113487577505373,0.125327529812224,0.0708458001663491,0.08090366977623,0.120761744197414,0.0569769659401047,0.0229074550993687,0.0198849659208736,0.924522707932351,0.0130242680560074,6.31376747473839e-09,0.0135739572332205,0.000538471030739324,0.664595048951183,342799,11552,0.0336990481302454,0.013281796059955,0.041409951073028,0.0550201920836677,0.00967375546868933,0.061692640244376,0.0155679670713712,0.00942459033368713,0.0240638509927774,0.0484561469362396,0.156111664811411,0.053077027621735,0.0222727743405214,0.0258905226643196,35702,0.95511629863574,0.04488370136426
"Virginia",0.492272233240884,0.507727766759116,0.0585677332567592,0.0590549912664948,0.0636743940233746,0.0651390969898843,0.0655263025013476,0.137619633908612,0.132171459052461,0.128392192671588,0.0670020182721168,0.0637129388382827,0.0948555090791784,0.0464773143847492,0.0178064157551521,0.0970244457308337,0.610707444972005,0.19049128705589,2.468672758903e-10,0.0656117103131046,0.000509283618254496,0.619534090428479,4404927,175528,0.0398481064498912,0.00418308962385432,0.0348315823206387,0.0357693603226814,0.00835028266413734,0.0519270332362638,0.0239052101173084,0.00868399049047102,0.0319748939956797,0.0795634846322789,0.114341355769033,0.0461481433934461,0.0269209847066436,0.0427414573626532,40635,0.920723496872648,0.0792765031273518
"Washington",0.500016480861911,0.499983519138089,0.0597884960432143,0.0599794376624859,0.0626995021466487,0.0603129945489713,0.0624857105674367,0.152859665920454,0.135556074129998,0.121573343184205,0.0627794770064399,0.0633701616030586,0.0966931511710014,0.0447465250004169,0.0171554610156702,0.130234659896075,0.673245704174701,0.0387712604760172,1.52053773276051e-09,0.089353980417059,0.00639102873802692,0.636942633337067,3928762,179353,0.0456512764071736,0.0128518311485247,0.0364491781408966,0.0472653846579632,0.0138781796964916,0.0563379323618301,0.0270763951437908,0.0109375810691978,0.0253128629149126,0.0699388178892218,0.105773654066254,0.0453235252024921,0.0239167888081459,0.025028899814377,41521,0.93383793136149,0.0661620686385096
"West Virginia",0.494301527720661,0.505698472279339,0.0510828631803083,0.0549586613151711,0.0585443046803638,0.0612466499678877,0.0593344184377732,0.117884861007495,0.12270143018402,0.126491855857806,0.0677818281647655,0.0749676226336344,0.121377320052429,0.0601312280744827,0.0234969564438631,0.0149669642055032,0.920386553111994,0.0362671142489985,1.11753030226413e-09,0.00785928832846859,0.000159585123318567,0.622873570081026,792405,47424,0.0598481836939444,0.0152180525886864,0.0298084279011062,0.0332385196350619,0.0082074762833333,0.0550051871340914,0.0262892355049681,0.00506284718044643,0.0154348452826591,0.03317609241952,0.115627121106528,0.0387735435730614,0.0192116918229428,0.0277386819458223,27446,0.933234660498101,0.0667653395018989
"Wisconsin",0.496837576862185,0.503162423137815,0.0562063906606756,0.0591750803873432,0.0633147580547929,0.0652866138113373,0.0663940544452715,0.126633466347579,0.122704010041161,0.123538197255649,0.071342672153948,0.0702381512611392,0.102697772100122,0.0508089915660701,0.0216598419149105,0.0708928602711512,0.808014139791022,0.0629865448023971,1.46602414329729e-09,0.0285864983613382,0.000670338212507003,0.639667705980008,3100947,98873,0.0318847758442824,0.0104452756231348,0.0315213467876713,0.0950338386939954,0.0136737047162745,0.0574219790506805,0.0240090941272774,0.00735768170693625,0.0324213009553841,0.0435180696748133,0.122886863798822,0.0440127314999955,0.0225764004754317,0.0170940869394673,34568,0.942856735503192,0.0571432644968081
"Wyoming",0.511447770142667,0.488552229857333,0.05718787958373,0.0699272063155821,0.0673268147881934,0.066713433398012,0.06525341290589,0.132436817397224,0.127291325059308,0.11025314509148,0.0649683201470733,0.0679505631877863,0.104834654839061,0.0492242885207833,0.0166321387658766,0.101263220096793,0.836968409994488,0.0111013392448325,3.7332306915232e-08,0.00785128179432199,0.00123885762467625,0.636874761342804,294289,10539,0.0358117360825583,0.056697705406788,0.0427030248268903,0.0187902450343582,0.00891257763347332,0.0525191655577217,0.0296523391561002,0.0056885801226666,0.0224220764723772,0.0390993198666102,0.122411704833711,0.0478150121559121,0.0222181595087711,0.0298755930731517,34104,0.876853490935364,0.123146509064636
"Puerto Rico",0.474683548267304,0.525316451732696,0.0361346453354642,0.0481887118803492,0.0593864033310643,0.0652723773786719,0.0703054206195083,0.120716010989156,0.123741347793496,0.129293225963414,0.0674826705376282,0.0666644957218819,0.114754888852846,0.0708724755721744,0.0271873260243467,0.981546447468042,0.0133406644468756,0.00106084051884745,4.53445180617261e-11,0.000829760146087884,0,NA,1214930,171370,0.141053394022701,0.0039996491591177,0.0197420562304545,0.0295059706050869,0.00997971937777486,0.0450152199318006,0.0131521160248466,0.00515912779442239,0.0184749905979692,0.0334504064958568,0.073149061942346,0.0333093760332769,0.0180761930483025,0.0262338745705985,13345,0.922365412137075,0.0776345878629247
